pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
FF,4/5/2021,94,-1.99,5.1,054330d52db7c91df94452501112e67b3986598b,2af8cae185649642c98a64031cd30d75d8ea8031,,foul,4,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,,,0,2,2021,-0.85,1.38,-0.32,2.34,,,,0,5,Top,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,,6.237419762,-136.8150433,-4.566748891,-11.97908091,27.75534663,-13.98677519,3.37,1.53,242,79.3,44,95,2089,6.7,634558,2af8cae185649642c98a64031cd30d75d8ea8031,b457b98c999402bcaafcbc50238ebc5d85510b5f,5b58c9f7d85915d8168e94faa680e188e085e270,fe6eac0778f476c3f1ffe6a1fd637f077573e077,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,d18578b6741fea39f0922df69f56c19f2bd69c1c,67e41a583ed6915acedf8a84d34d11bad7a85740,09c4fd07f6de14adc4edeed0aacd4b55f3bbad50,0cdc8c492978d2ef0285cdf8f5236684314a12cd,53.82,,,,,,,,37,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,217,0,0,SP,1,0,58,17,2
FF,4/5/2021,92.8,-1.71,6.35,47b3a243dc544ea84da40d689f5def544af91b45,55f5996485e6a1faa6663ac69374953aaba0e5eb,,foul,5,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,S,,,3,2,2021,-0.67,1.52,0.18,2.71,c710046f7d22c1bb863a4733efacacdefa4d68ff,,,1,4,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,6.341403625,-134.7878156,-6.833571489,-9.641013299,30.77689576,-12.34278482,3.49,1.6,117,64.2,62,93.2,2057,6.7,634601,55f5996485e6a1faa6663ac69374953aaba0e5eb,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,6a6c94ae4a02d74c296899148cc71d576ad5390a,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.76,,,,,,,,33,8,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shift,Standard,207,0,0,SP,1,0,58,18,2
FF,4/5/2021,90.7,1.88,6.29,7722b8dd19ac11966d6768682582e0c78cfb1d94,0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60,,called_strike,4,R,R,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,S,,,0,0,2021,0.96,1.45,-0.77,2.69,,,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,0,4,Top,,,8d52463bd475d8e5e5858e95f058f473a3a875ba,,-8.608309131,-131.766483,-6.105330803,12.98189908,27.99722096,-14.19301345,3.49,1.65,,,,90.1,2173,6,634616,0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60,8d52463bd475d8e5e5858e95f058f473a3a875ba,b1498ed07732f6c10cc423e43f757dc0e914ddf7,4380853322f8572ba35d3a2e8b25f82006112ab4,435f6167de485e517d74029d9cdae4a2049ad97e,a540f5b1639f7c7d09108c6893fb30986b89c533,c7c83eaa9fe8da2f81c5fce172059af61448b3e7,2e466f26bec347f364a85f73269afde6258b02ba,62f6b5a378b3942033895e0bf88ee72a566794b7,54.51,,,,,,,,28,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,146,0,-0.057,SP,1,0,58,17,2
FF,4/5/2021,91,-1.81,6.17,7694076619c298b4556297b20afaf8eb50461cdf,227278769ed44d180d373e42bce38bc84d374030,walk,ball,12,R,R,R,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,B,,,3,0,2021,-0.25,1.72,0.27,3.39,,,b135b247f1afd053b201fc7c434493408c5dcf69,2,9,Top,,,8d52463bd475d8e5e5858e95f058f473a3a875ba,,5.825802012,-132.3465129,-4.82924107,-4.125732484,27.18053033,-11.08111815,3.23,1.51,,,,92.3,2275,7,634616,227278769ed44d180d373e42bce38bc84d374030,8d52463bd475d8e5e5858e95f058f473a3a875ba,3b954f244f113c33edfbf5b8116bcfc18fdbff71,4380853322f8572ba35d3a2e8b25f82006112ab4,435f6167de485e517d74029d9cdae4a2049ad97e,a540f5b1639f7c7d09108c6893fb30986b89c533,c7c83eaa9fe8da2f81c5fce172059af61448b3e7,1dd81477d26cc96cf04cbe21ee082afdfb452b47,62f6b5a378b3942033895e0bf88ee72a566794b7,53.5,,,0.7,1,0,0,,65,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,198,-0.003,0.074,RP,0,1,58,16,2
FF,4/5/2021,91.4,1.91,6.34,ccf59a5a3714de7f546cc6a2168044419ebc12a2,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,,foul,7,R,R,L,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,S,,,1,1,2021,0.79,1.45,-0.7,2.05,,,,0,4,Top,,,a60ee7a51235ffd74aad60511c621cd61a07dc65,,-8.257824933,-132.732854,-8.068664802,10.98988609,26.50736732,-13.46667925,3.49,1.6,145,66.7,63,91.7,2333,6.4,634606,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,a60ee7a51235ffd74aad60511c621cd61a07dc65,acb8fb88563f556896704e7c130bcc4f9119978e,3be2036301de316fb26e54cffdaab0830655d604,6e0e372e926b3589ef8fe67ee955ef197b262075,bffd48dc3f7218901baf8e38f4c6f1a52191460e,b96aacc9d189d612fdf6bb0a3a53913f9a58f999,34eef15c55d4a098d8efc48441c9491c43a7344b,45cd5ba215dafce9685a08b0864405b66d9c03dc,54.07,,,,,,,,24,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,147,0,-0.057,SP,1,0,58,13,2
SL,4/5/2021,89.2,-1.25,5.71,3be2036301de316fb26e54cffdaab0830655d604,6ce6f832e5197576e4c34b6f627434b5cbc97c61,,swinging_strike,14,R,R,R,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,S,,,0,1,2021,0.63,0.3,0.58,1.17,,,,0,5,Bot,,,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,,3.198771155,-129.750135,-5.797128585,6.41928192,27.87451909,-27.77009754,3.3,1.5,,,,89.8,2514,6.8,634606,6ce6f832e5197576e4c34b6f627434b5cbc97c61,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,ccf59a5a3714de7f546cc6a2168044419ebc12a2,74fbd2c42d3848988ba22644a52c38a95f26283b,56a848a24f3596acc04a37fc1fe6031c115f9e39,9670df799799c7b799a7004f69d85f626799256c,4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,2622dac5f67183f0c4a5b57e73549123f201cd74,e8e3abc187db59ca65c07ba830a93d1d18d568d7,53.75,,,,,,,,40,2,Slider,0,2,0,2,2,0,0,2,Standard,Standard,161,0,-0.052,SP,1,0,58,16,2
SI,4/5/2021,92.2,-1.8,5.57,97a644a09672c8e47ec21218e79e175bd69513ed,c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8,,ball,13,R,L,R,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,B,,,2,0,2021,-1.5,0.93,-1.22,2.06,,,,0,5,Bot,,,7d999b3b292579a2f039e815ee6422eb53f3e221,,4.745355642,-134.2361,-5.159561255,-19.23562738,26.93683613,-19.96812146,3.63,1.83,,,,92.6,1993,6.4,634587,c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8,7d999b3b292579a2f039e815ee6422eb53f3e221,f1341af31ecc2ca1e57107387245dd09fb9af9bb,a1639e7871881ef53f45c5a8c8e5a4d42dc73347,c5bcddac720fe7f1860191a94da10a47f4ef701a,5a5c1936f375e3396bf28dc69d3a89efcef1c75e,0250bb29dfa83e5e2d855c2f18d826b57cde4191,5b6b35fcf313a1e12256b4632795a01cd832bd2c,020e1c97d88916739bc1c2276a6ef8e91447443f,54.14,,,,,,,,34,3,Sinker,1,0,1,0,0,1,1,0,Infield shift,Standard,223,0,0.127,SP,1,0,58,16,2
CH,4/5/2021,87.5,-1.99,5.14,f38e4748144bb5c7450174f0fc94c83f912a5372,e9f6f2d92db84e2874b21d5726f561535b18f2c6,,ball,13,R,L,R,cfe86a1ce53f1c1323a31d22bcd96b3ce30dd986,320144db7b4b4f405b44085a2317540c1f5c4cc0,B,,,0,0,2021,-1.57,0.27,-1.04,1.68,,b7609fb0febcebfbb70a23fa2a2d57135c168036,06662d5b2e1290f7ee60a65ca4d0f90c3ddd9581,1,4,Bot,,,807d11478d4d142059b9da549c160bb64f4a8917,,5.566986912,-127.2249512,-2.763280713,-18.15720008,27.43901716,-28.85542402,3.26,1.51,,,,88,1523,6.8,634591,e9f6f2d92db84e2874b21d5726f561535b18f2c6,807d11478d4d142059b9da549c160bb64f4a8917,f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4,211afb16159815485e4edaf53f202f30d68d217b,6ff6915667d4e14b8b1129e499ce91ecded4df44,26ccf96ef1de6d8676bf3267651ecfeae0fb9493,fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7,07bf5f8d6cfdbe80de149203c913ffd26de27de9,5c510f4d67fc4cb4eceed1dff895cdcda5e74d4e,53.72,,,,,,,,33,1,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,244,0,0.093,SP,1,0,58,16,2
CH,4/5/2021,82.5,1.64,6.73,020e1c97d88916739bc1c2276a6ef8e91447443f,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,force_out,hit_into_play,9,R,R,L,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,X,6,ground_ball,1,1,2021,0.74,1.29,0.49,2.05,f1341af31ecc2ca1e57107387245dd09fb9af9bb,,a1639e7871881ef53f45c5a8c8e5a4d42dc73347,2,5,Top,114.61,161.26,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,,-4.043323926,-119.8888873,-6.568838453,7.937523365,24.48512246,-18.64110713,3.32,1.51,13,67.9,-8,82.2,1775,6.3,634587,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,97a644a09672c8e47ec21218e79e175bd69513ed,db1e1ade2a9bbb88fbfbbf278e96a5f1a9a44473,8d5fa26e75d233f2a4a8179fd778281b12a94445,91d6f8297a61343c126056e697a96916e24906b2,e4fdc5bb19babe3d6bae82a83d970165afb40486,a8bc5d972d9f4c0989ecec80cebd10d6d906b41e,e42a90a0e1a26abdda5a1df8b9f5e94a10ab3c85,54.19,0.091,0.091,0,1,0,0,2,33,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,136,0.069,-0.472,SP,1,0,58,18,2
CU,4/5/2021,77.7,1.89,5.91,637aa60cb3c5b707c57db84190273c2359f36bb7,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,,called_strike,9,R,R,L,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,S,,,0,0,2021,-0.87,-0.85,0.77,1.78,,,,1,3,Top,,,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,,-0.794152228,-113.1610847,-0.374646862,-7.297845094,21.53859724,-39.60118317,3.57,1.71,,,,77.6,2289,6.2,634552,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,46c7ce33e78264b2373438ed1f49a64c12d4e273,b9e6784516b5651712b4f7a92335585d2a80aa0c,9c4413851a0f4ec032f2262e2734e464372d8661,fa3e8eaf33094acd8695929a324a43956446ff27,fa139d0e0d97d8276733a78b6f934b26178864fe,7fe97fbb484e94e5f2cc6de69848bc3f5c393922,8f32367c24170f9bcb60d681e3b8b46c3d512a43,54.26,,,,,,,,21,1,Curveball,0,3,3,0,3,0,3,0,Infield shade,Standard,295,0,-0.027,SP,1,0,58,14,2
SI,4/5/2021,93.3,-1.77,5.97,a6550efd02c29f45ff7965866f098ec2b79c399e,0c049bc522425eab3482cc503f0c1f416be05b4f,,ball,13,R,R,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,0,0,2021,-1.51,0.19,-0.65,0.73,19002d0d7703ce99a390e39c57d62401ef57cec6,383e94bde2444fafd3a346803843c1f1319e5149,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,2,2,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,6.235705054,-135.4644825,-8.029607872,-19.98343993,34.79375648,-28.03128107,3.61,1.66,,,,92.8,2184,6.5,634588,0c049bc522425eab3482cc503f0c1f416be05b4f,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,54.01,,,,,,,,16,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,217,0,0.082,SP,1,0,58,13,2
FF,4/5/2021,93.9,-1.83,6.38,91ef250e37a6e9dd6860b88ffaa44d8927c2dabf,34294c5b512043e6f7ad920382ed06035f0982b8,,ball,14,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,2,2,2021,-0.34,1.68,0.83,1.68,,,,2,3,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,7.672106031,-136.0841587,-10.10841784,-5.996766704,32.69075664,-9.204954015,3.41,1.6,,,,93.8,2263,6.7,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,53.81,,,,,,,,21,7,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Strategic,200,0,0.043,SP,1,0,58,11,2
CU,4/5/2021,74.9,0.58,5.95,a540f5b1639f7c7d09108c6893fb30986b89c533,4f902241478a103f7a818f5be9a7b7ddf43cabb9,,ball,14,R,R,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,B,,,0,0,2021,-0.63,-1.15,0.09,1.49,,49c4176049e183373877ff84dd945190cc4fabae,,2,4,Bot,,,55bd3201fa7465188c2c70169f2e9407efe89cba,,0.10015248,-109.0904911,0.0445907,-5.016499346,20.42041255,-41.57100171,3.65,1.74,,,,75.5,2541,6.8,634616,4f902241478a103f7a818f5be9a7b7ddf43cabb9,55bd3201fa7465188c2c70169f2e9407efe89cba,c04bfbc3f42ec36472468471b3a7163f39671a33,7694076619c298b4556297b20afaf8eb50461cdf,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,b135b247f1afd053b201fc7c434493408c5dcf69,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,53dfe414229803162d14787d30fbf47a1b5e46ea,9b52235d7b694738421b6c2ed9271edb04553492,53.71,,,,,,,,33,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,346,0,0.025,SP,1,0,58,15,2
CH,4/5/2021,85.1,1.85,5.59,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,4be0e45ba7969bcad788c1410dec531270067842,field_out,hit_into_play,8,R,R,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,X,5,line_drive,3,1,2021,1.37,0.38,0.19,1.88,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,,a9b53974ac34cd7c03133051645ef424e81c3073,2,4,Bot,91,150.6,08c5771a634d6ce1269b5e03de7c96ef0a856558,,-6.677356708,-123.7204941,-3.163095188,15.41480139,24.3740125,-27.83881755,3.32,1.51,151,94,7,85.6,2284,6.6,634612,4be0e45ba7969bcad788c1410dec531270067842,08c5771a634d6ce1269b5e03de7c96ef0a856558,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,53.87,0.591,0.562,0,1,0,0,4,34,5,Changeup,1,4,1,4,4,1,1,4,Standard,Standard,99,-0.049,-0.646,SP,1,0,58,15,2
FF,4/5/2021,94.7,1.55,6.69,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,0f061b9439845159c394a71e55d635b10ca25656,,foul_tip,11,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,3,1,2021,0.59,1.72,-0.84,3.24,,,,0,4,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-7.507071123,-137.4852729,-7.10156403,9.198909185,33.37484926,-8.926378705,3.49,1.6,,,,94.1,2213,6.3,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.22,,,,,,,,33,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Strategic,Standard,146,0,-0.077,SP,1,0,58,13,2
SI,4/5/2021,98.1,-2.21,5.31,1bae958c3003100a62896444235627a7ab5a75e2,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,field_out,hit_into_play,1,R,R,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,X,3,ground_ball,0,1,2021,-1.6,0.28,-0.58,3.18,,,,1,4,Bot,140.26,165.09,8f207761a5d661092d192327d82b31fffb03520c,,8.159186189,-142.6093663,-0.893497234,-23.74498332,33.97945764,-28.33503578,3.49,1.6,20,69.9,-7,98.5,2253,6.7,634600,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,8f207761a5d661092d192327d82b31fffb03520c,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,5e2471543554c6e6c724baab37d616f6d11d57e9,35356970180d7c585b23f342d80e3231418a86ce,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,23e9038fdcd6b8d0cb4b981d832584085629cddb,dc3388cd406e42cc389f1efb4b2031922476d704,ceeeda3bde736c0c656b03be05b4583f1daaf664,53.84,0.086,0.077,0,1,0,0,2,41,2,Sinker,0,7,0,7,7,0,0,7,Standard,Standard,230,-0.004,-0.136,SP,1,0,58,15,2
FF,4/5/2021,92.9,-2.01,6.59,8c1ce164c9c2f88827df8e1c1ac13dcb77721697,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,,ball,12,R,R,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,B,,,2,1,2021,-0.88,1.88,0.55,3.75,,,,1,4,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,8.483492905,-134.6944589,-5.449311512,-12.82764097,36.15552307,-8.423780005,3.49,1.65,,,,91.7,2390,6.3,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.18,,,,,,,,32,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,207,0,0.083,SP,1,0,58,14,2
FF,4/5/2021,92.7,-1.93,6.09,fa139d0e0d97d8276733a78b6f934b26178864fe,29a888709565675646dc9e12dd4475920881f41c,,called_strike,6,R,R,R,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,S,,,2,0,2021,-0.77,1.52,0.45,2.48,,,9c4413851a0f4ec032f2262e2734e464372d8661,0,4,Bot,,,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,,7.732836745,-134.5665825,-6.679069237,-11.10473751,30.61011588,-12.47961418,3.49,1.71,,,,92.3,2403,6.3,634552,29a888709565675646dc9e12dd4475920881f41c,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,7451bb61548adc7de276059b5a577fb05329b931,f5a81b8b5f85ece95ef32c17c812ac878b2d0d8b,bf904b7c7b37961238f376325496c7fb67c275d8,637aa60cb3c5b707c57db84190273c2359f36bb7,5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d,705bd2962c69a2d18c196329eb7167125e3c1e06,6d0a27712f982838ea4e2763d486818853630edd,54.23,,,,,,,,36,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,204,0,-0.107,SP,1,0,57,14,2
FC,4/5/2021,89.8,-1.88,6.23,47b3a243dc544ea84da40d689f5def544af91b45,55f5996485e6a1faa6663ac69374953aaba0e5eb,,foul,8,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,S,,,3,2,2021,-0.18,1.2,0.15,1.73,c710046f7d22c1bb863a4733efacacdefa4d68ff,,,1,4,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,5.453798347,-130.4819087,-7.737475734,-3.229817818,26.76866444,-17.05990254,3.49,1.6,157,64,34,90.5,2170,6.7,634601,55f5996485e6a1faa6663ac69374953aaba0e5eb,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,6a6c94ae4a02d74c296899148cc71d576ad5390a,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.78,,,,,,,,33,7,Cutter,2,0,2,0,0,2,2,0,Infield shift,Standard,197,0,0,SP,1,0,57,18,2
CH,4/5/2021,94.2,-1.66,5.48,06662d5b2e1290f7ee60a65ca4d0f90c3ddd9581,e9f6f2d92db84e2874b21d5726f561535b18f2c6,walk,ball,11,R,R,R,cfe86a1ce53f1c1323a31d22bcd96b3ce30dd986,320144db7b4b4f405b44085a2317540c1f5c4cc0,B,,,3,2,2021,-1.44,1.11,-0.07,4.13,,b7609fb0febcebfbb70a23fa2a2d57135c168036,,1,4,Bot,,,807d11478d4d142059b9da549c160bb64f4a8917,,7.366858384,-136.9276867,-0.190875565,-19.71954918,34.28010252,-18.57209096,3.24,1.46,,,,94.2,2114,6.7,634591,e9f6f2d92db84e2874b21d5726f561535b18f2c6,807d11478d4d142059b9da549c160bb64f4a8917,f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4,211afb16159815485e4edaf53f202f30d68d217b,6ff6915667d4e14b8b1129e499ce91ecded4df44,26ccf96ef1de6d8676bf3267651ecfeae0fb9493,fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7,07bf5f8d6cfdbe80de149203c913ffd26de27de9,5c510f4d67fc4cb4eceed1dff895cdcda5e74d4e,53.84,,,0.7,1,0,0,,32,6,Changeup,1,2,1,2,2,1,1,2,Standard,Strategic,210,0.026,0.26,SP,1,0,57,15,2
CH,4/5/2021,82.8,0.71,5.86,49c4176049e183373877ff84dd945190cc4fabae,4f902241478a103f7a818f5be9a7b7ddf43cabb9,double,hit_into_play,2,R,R,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,X,7,line_drive,0,0,2021,1.29,1.2,-0.06,3.32,,,,2,4,Bot,41.36,92.59,55bd3201fa7465188c2c70169f2e9407efe89cba,,-4.33092739,-120.560682,-1.638979617,13.37695925,24.76199654,-20.41714851,3.58,1.68,334,110.3,18,83.5,2318,6.8,634616,4f902241478a103f7a818f5be9a7b7ddf43cabb9,55bd3201fa7465188c2c70169f2e9407efe89cba,c04bfbc3f42ec36472468471b3a7163f39671a33,7694076619c298b4556297b20afaf8eb50461cdf,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,b135b247f1afd053b201fc7c434493408c5dcf69,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,53dfe414229803162d14787d30fbf47a1b5e46ea,9b52235d7b694738421b6c2ed9271edb04553492,53.68,0.774,1.077,1.25,1,1,1,6,32,1,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,128,0.027,0.217,SP,1,0,57,14,2
